prompt,prompt_len,target
How many passenger trips were made by tram in Melbourne between 2013-2014? | Melbourne is currently building 50 new E Class trams with some already in service in 2014.,47,1
"Who makes up the tribal populations? | The caste communities residing in Himachal include the Khatri, Brahmins of the Hindu Faith and the Sikh Brahmin Caste Bhatra, Rajputs, Gujjars, Gaddis, Ghirth (choudhary), Kannets, Rathis and Kolis, Sood There are tribal populations in the state which mainly comprise Kinnars, Pangawals, Sulehria, and Lahaulis.",90,0
What were mercenary forces called? | Armies of the period could be formed from either feudal or mercenary forces.,22,1
"What year did Schumann review Chopin's piano concertos? | The biography of Chopin published in 1863 under the name of Franz Liszt (but probably written by Carolyne zu Sayn-Wittgenstein) claims that Chopin ""must be ranked first among the first musicians ... individualizing in themselves the poetic sense of an entire nation.""",71,1
"If there is an increase in a country's ranking, which indicator will be present? | Blue dashes () represent a nation that did not move in the rankings since the previous study.",38,1
How many square meters of office space does Manhattan have? | Many of the world's largest media conglomerates are also based in the city.,30,1
"Where did she perform wearing Baker's hula skirt? | Beyoncé paid homage to Baker by performing ""Déjà Vu"" at the 2006 Fashion Rocks concert wearing Baker's trademark mini-hula skirt embellished with fake bananas.",50,0
What do Mexicans call Mexico City? | The city is colloquially known as Chilangolandia after the locals' nickname chilangos.,29,0
What was new about the way Western Electrics method of capturing sound? | Distant or less strong sounds that were impossible to record by the old methods could now be captured.,35,1
"In Theravada Buddhism, what is the cause of human existence and suffering? | To be free from suffering and stress, these defilements must be permanently uprooted through internal investigation, analyzing, experiencing, and understanding of the true nature of those defilements by using jhāna, a technique of the Noble Eightfold Path.",67,1
"Where did an abortive coup occur in 1993? | In October 1993, elements of the increasingly marginalised army initiated a failed coup in Misrata, while in September 1995, Islamists launched an insurgency in Benghazi, and in July 1996 an anti-Gaddafist football riot broke out in Tripoli.",79,0
"The tallest mountain in the Pindus range is what? | Eighty percent of Greece consists of mountains or hills, making the country one of the most mountainous in Europe.",34,1
"What did Descartes believe about vacuums in nature? | Although Descartes agreed with the contemporary position, that a vacuum does not occur in nature, the success of his namesake coordinate system and more implicitly, the spatial–corporeal component of his metaphysics would come to define the philosophically modern notion of empty space as a quantified extension of volume.",68,0
"Atticus is tasked with killing what animal in the novel? | Carolyn Jones argues that the dog represents prejudice within the town of Maycomb, and Atticus, who waits on a deserted street to shoot the dog, must fight against the town's racism without help from other white citizens.",59,1
"What region of England benefits from the extension of the Azores High pressure area? | South West England has a favoured location when the Azores High pressure area extends north-eastwards towards the UK, particularly in summer.",45,0
"what year was Nevin Fenneman's study? | The term ""Great Plains"", for the region west of about the 96th or 98th meridian and east of the Rocky Mountains, was not generally used before the early 20th century.",56,1
"Who were the first men to make large contributions to international law? | The Geneva Convention, an important part of humanitarian international law, was largely the work of Henry Dunant, a reformed pietist.",41,1
WHo could naturalize a polish noble? | All children of the Polish nobility inherited their noble status from a noble mother and father.,28,1
"What is the economical magazine in Namibia? | Other mentionable newspapers are the tabloid Informanté owned by TrustCo, the weekly Windhoek Observer, the weekly Namibia Economist, as well as the regional Namib Times.",44,0
"When were low voltage electrolytic capacitors with porous carbon electrodes invented? | In 1957 H. Becker developed a ""Low voltage electrolytic capacitor with porous carbon electrodes"".",35,0
