prompt,prompt_len,target
Busiri,3,0
Jim Fitzgerald,3,1
Edwin Conklin,4,1
"Fernando de Noronha, 2nd Count of Vila Real",13,0
Billy Mays,3,1
Gao Ying,3,0
John Hancock,3,1
Christina Ingesdotter of Sweden,8,0
Ray Ewry,4,1
Mario Molina,3,1
George Stevens,3,1
Dionysius the Renegade,6,0
Bill Raisch,4,1
Elsie Eaves,5,1
Augustinus Olomucensis,6,0
Franciscus van den Enden,7,0
Bela Lugosi,5,1
Joanna of Jülich,5,0
Arthur Cleveland Bent,4,1
Cornelis of Glymes,7,0
James Franck,3,1
Niccolò Franco,5,0
John Joachim Zubly,5,1
Lita Grey,4,1
Duke Wen of Qin,5,0
Larry King,3,1
Baldassarre Lanci,6,0
Adolphus XIII of Holstein,7,0
Tod Browning,3,1
Tadeusz Kościuszko,7,1
Arthur P. Jacobs,5,1
Simon II of Clermont,5,0
Frank Kugler,4,1
William Bartram,4,1
Frederick Valentine Melsheimer,6,1
William Shirley,3,1
John Belushi,4,1
Peter Losha,4,0
Meredith Colket,4,1
Michael Jackson,3,1
Ernst von Mansfeld,5,0
Titus Hosmer,4,1
Walt Disney,3,1
Mary Tyler Moore,4,1
Henry II,3,0
Yao Xing,3,0
Mike Fitzpatrick,3,1
Lee Hills,3,1
Zhu Yanshou,5,0
Paul Oskar Kristeller,5,1
Gao Yue,3,0
Dennis M. Ritchie,5,1
James Rector,3,1
Paul Oskar Kristeller,5,1
Thomas Mifflin,3,1
Vincent du Vigneaud,6,1
James Guyon,4,1
Konrad von Erlichshausen,7,0
Joseph D. Early,5,1
Sofonisba Anguissola,7,0
Léon Wurmser,5,1
Hannah Duston,4,1
Ralph Barton Perry,4,1
Henry the Navigator,4,0
Yeongyang of Goguryeo,8,0
Francesco Canova da Milano,6,0
Anselm of Meissen,7,0
Carl Reinhold August Wunderlich,6,0
Johann von Lamont,4,0
Carlo Maderno,4,0
Barnum Brown,4,1
Isaac of Stella,4,0
Charles Hanbury Williams,5,0
Dietrich von Choltitz,7,0
Jörg Syrlin the Elder,6,0
William Howard Taft,4,1
Robert I of Burgundy,5,0
Giacomo Torelli,5,0
Harvey Martin,3,1
Willy Ley,3,1
Neill S. Brown,5,1
Ernst von Pfuel,5,0
Antonio di Puccio Pucci,7,0
Li Xiaogong,5,0
Christopher Memminger,5,1
Yang Ding (Chouchi),7,0
Boris Stechkin,4,0
Emily Warren Roebling,6,1
Aelred of Rievaulx,8,0
Evelyn Brent,3,1
Meredith Colket,4,1
Jonathan Demme,4,1
Erich Pommer,4,1
Thomas Paine,3,1
Jabez Upham,5,1
Archibald Douglas,4,0
Helen Jacobs,3,1
Johann Balthasar König,5,0
"Francis de Bourbon, Count of Saint-Pol",10,0
Alfred Einstein,3,1
Robert Siodmak,5,1
Eystein I of Norway,7,0
Richard Norris Williams,4,1
Ronald Reagan,3,1
Władysław of Legnica,8,0
Johann Grueber,5,0
Chester A. Arthur,5,1
Alfred Hitchcock,3,1
Michael Jackson,3,1
Hugh II of Châlon,6,0
William de Munchensi,6,0
Li Shi(Mouhuagongzhu）,10,0
Konrad Bayer,3,0
Pinturicchio,5,0
Helen Wills,3,1
Dionysius II of Syracuse,7,0
Phil Hill,3,1
Gregory XI,3,0
Coloman of Galicia-Lodomeria,9,0
John Doeg,4,1
John Claiborne,5,1
Rachel Fuller Brown,4,1
Pargalı Ibrahim Pasha,6,0
James Guyon,4,1
Marlon Brando,5,1
Claus Sluter,4,0
Charles Bronson,3,1
"Floris V, Count of Holland",8,0
Sarah Kemble Knight,5,1
Hinrich Frese,5,0
Philip Agee,4,1
Jesse Owens,3,1
John Ford,3,1
Anna von Bolanden,5,0
Sam Spiegel,3,1
Agustín del Castillo,6,0
Christian Heinrich Friedrich Peters,5,1
Henry Crocheron,4,1
Giovanni Paolo Colonna,4,0
Bela Lugosi,5,1
Adib Sabir,5,0
Ira Gershwin,5,1
Jacob Bar-Salibi,6,0
Robert J. Wilke,6,1
"Barbara Palmer, 1st Duchess of Cleveland",10,0
Elizabeth Báthory,5,0
Marguerite d'Youville,7,0
Gloria Dickson,3,1
Richard de Southchurch,5,0
Melania the Younger,5,0
Li Yan,3,0
Wenzel Hocke,5,0
Mary Tyler Moore,4,1
Rudolf von Roth,4,0
Francisco Herrera the Elder,5,0
Abraham Heidanus,5,0
Hugh I of Chalon-Arlay,9,0
Mary L. Good,5,1
William Faulkner,3,1
Annabelle Lee,4,1
Empress Yang,4,0
Allan Schulman,4,0
Gertrude B. Elion,7,1
Leonard Calvert,3,1
Frank Capra,4,1
Paul Newman,3,1
Art Mór Mac Murchadha Caomhánach,12,0
Charles Ericksen,5,1
Barnum Brown,4,1
Helen Blanchard,3,1
Helen Reddy,3,1
Julie Adams,3,1
Andreas Crappius,5,0
Nicolaus Adam Strungk,6,0
Gertrude B. Elion,7,1
John Wayne,3,1
John McCain,3,1
Sinan ibn Thabit,6,0
"Сибукава, Ёсиюки",10,0
Johannes Agricola,4,0
Henry Middleton,3,1
William FitzRalph,4,0
Jim Fitzgerald,3,1
Howlin' Wolf,5,1
"Siegfried, Prince-Archbishop of Bremen",10,0
Roger Williams,3,1
Jude Milhon,4,1
Michael Wilson,3,1
Wilhelm Morgner,4,0
Jaroslav Borzita of Martinice,9,0
Daniel Morgan,3,1
Claudio Coello,4,0
Thomas Jefferson,3,1
Theodor Curtius,5,0
Anita Borg,3,1
Sebastián de Belalcázar,9,0
Robert F. Kennedy,5,1
Stella Adler,3,1
Friedrich Ludwig Kreysig,6,0
Godfrey of Viterbo,6,0
Johan Sems,4,0
Hans Hermann Behr,4,1
Stanley Donen,4,1
Konrad von Marburg,4,0
Richard Nixon,3,1
Jacques Chirac,4,0
Abraham Lincoln,3,1
Neil Armstrong,3,1
Leonard O'Brien,5,1
Daniil Kholmsky,6,0
Jacqueline Cochran,3,1
Arion,3,0
Ludwig Andreas Gotter,5,0
Sandy Berger,3,1
Mary Higgins Clark,4,1
Peter Henlein,4,0
"Hermann, Fürst von Pückler-Muskau",11,0
Jacob Crocheron,4,1
Helen Jacobs,3,1
Pierre de Craon,5,0
Frances Spence,3,1
Rashad Khalifa,4,1
L. B. Abbott,6,1
Bartholomeus Anglicus,8,0
Anthony Ascham,4,0
Kurt Goldstein,3,1
John Kerr,3,1
Johnny Nash,3,1
"Hugh I, Count of Ponthieu",9,0
Rocco Marconi,4,0
Manfred Bukofzer,5,1
Jean de Prangins,6,0
Konrad Emil Bloch,4,1
Viacheslav I of Kiev,7,0
Violant of Aragon,5,0
Zanetto Bugatti,4,0
Alessina,3,0
Mildred Dresselhaus,6,1
John J. Roane,6,1
Louis I,3,0
Johnny Cash,3,1
Gerardo dei Tintori,6,0
Gilbert Stuart,3,1
Leon Allen White,4,1
Benjamin Franklin,3,1
"Matilda of Brandenburg, Duchess of Brunswick-Lüneburg",13,0
Rod Hundley,4,1
Rudolf of Fulda,4,0
Hans von Gersdorff,5,0
Muhammad ibn Abd al-Wahid Mallahi,11,0
Elie Wiesel,5,1
Frederica of Hanover,6,0
Edward Lucas,3,1
Yao Chong,3,0
Heinrich Schliemann,5,1
Franciscus Titelmans,5,0
Florence Griffith,3,1
Herbert Marcuse,4,1
William Samuel Johnson,4,1
Philip W. Anderson,5,1
Jacob Albright,3,1
Richard L. Hanna,5,1
Kunigunde von Orlamünde,8,0
Matthew of Aquasparta,7,0
Martin Moynihan,5,1
Ermesinde of Carcassonne,6,0
Malek Ashraf,4,0
Tupac Shakur,5,1
George Peppard,4,1
Jean-Baptiste de La Salle,7,0
Johannes Stadius,4,0
John Crittenden,5,1
Taius,3,0
高正 (遼朝),7,0
Heinrich Wilhelm Ludolf,5,0
Prince Joseph of Saxe-Hildburghausen,10,0
Al Kaline,4,1
Duke Ellington,3,1
Melvin Calvin,4,1
James Stirling,3,0
Ahmed Mohammed al-Maqqari,8,0
John (Mauro-Roman King),8,0
"Anthony Cary, 5th Viscount of Falkland",10,0
Beatrice Hicks,3,1
"Maria of Saxony, Duchess of Pomerania",9,0
Werner von Kyburg,5,0
Gómez González,5,0
Thomas Ford,3,0
Elijah Brigham,3,1
Isabella of Burgundy,4,0
John Winthrop the Younger,5,1
Anthony Munday,4,0
"Charles II, Grand Duke of Mecklenburg-Strelitz",11,0
Jackie Blanchflower,5,0
Johann Carl Hedlinger,5,0
Jean Noël Hallé,5,0
钱弘儇,4,0
Bernard Picart,4,0
Louise Nevelson,5,1
John Clopton,4,1
Slaven Letica,5,0
Heinrich Göbel,4,1
Margrave Christian Ludwig of Brandenburg-Schwedt,11,0
Silvana Gallardo,4,1
Henry Middleton,3,1
Willebrord Snellius,8,0
Carl Tanzler,4,1
"Joan Holland, Duchess of Brittany",7,0
David Darling,3,1
Ira H. Abbott,5,1
Juan de Atarés,6,0
Lu Xisheng,5,0
Chiang Kai-shek,7,0
Paul Bern,3,1
Catherine Deshayes,5,0
Blanche de Bouville,6,0
Jimmy Miller,3,1
Josiah Quincy II,5,1
Ma Xiu,3,0
Amanda Jones,3,1
Gottfried Heinrich Graf zu Pappenheim,9,0
John Gregg Utterback,6,1
Samuel W. Lewis,5,1
Charles Ericksen,5,1
Thomas Macdonough,5,1
Melchior Teschner,7,0
Eitel Frederick of Zollern,7,0
Benjamin Church,3,1
Daniel Buck,3,1
Johann Heinrich Voigt,4,0
Isabella I of Majorca,6,0
Reinhard Sorge,4,0
John J. Wood,5,1
Tabitha Babbitt,5,1
Elizabeth of Slavonia,5,0
John FitzRobert,4,0
Michiko,3,0
Jean-Baptiste Lully,6,0
Carl Sagan,3,1
Antoni Gaudí,5,0
François Couperin,4,0
Adolf Ebert,3,0
Peter Faneuil,5,1
Godfrey of Hohenstaufen,7,0
Gertrude Abercrombie,5,1
Tabitha Babbitt,5,1
Elias Boudinot,4,1
Harvey Milk,3,1
Paul Bern,3,1
Johann Christian Lossius,5,0
Josiah Quincy II,5,1
Frederic Lewy,5,1
Elvis Presley,3,1
"Geoffrey II, Count of Anjou",8,0
Tod Browning,3,1
William Alfred Fowler,4,1
George Hubbard Blakeslee,6,1
郭伋,3,0
Octavia Victoria Rogers Albert,6,1
Franz Bücheler,5,0
Abigail Adams,3,1
Malcolm X,3,1
Fulk Bertrand of Provence,6,0
Robert Altman,3,1
Hans von Mingolsheim,6,0
Margaretha von der Mark,7,0
Joe Zawinul,5,1
Addison S. McClure,5,1
Lita Grey,4,1
Josiah Quincy II,5,1
Johannes Voorhout,4,0
Jean Le Maingre,6,0
"Victor I, Duke of Ratibor",9,0
Abraham-Louis Breguet,6,0
Edwin Hubble,3,1
Jean-Denis Cochin,5,0
Rodrigo Muñoz,3,0
William Clito,4,0
Alexander Spotswood,4,1
Tue Trung,3,0
Dennis M. Ritchie,5,1
C. S. Lewis,6,0
Nikephoros Phokas Barytrachelos,10,0
"John Cicero, Elector of Brandenburg",7,0
"Alfred A. Knopf, Sr.",8,1
Roger Mortimer de Chirk,6,0
Jessica Jaymes,4,1
William II of Angoulême,7,0
George Hubbard Blakeslee,6,1
Alastair G. W. Cameron,8,1
Cornelia Tăutu,6,0
Manfred Bukofzer,5,1
Semyon Kurkotkin,7,0
Ninon de Lenclos,6,0
Caradog ap Gruffydd,7,0
Pierre d'Orgemont,7,0
Daniel Morgan,3,1
Yu Gam-dong,5,0
Ferdinand Marcos,3,0
Walter Suffield,4,0
John Augustus Roebling,6,1
Michael J. Smith,5,1
Oscar Goerke,5,1
Edward Teller,3,1
John Carroll,3,1
William Stern,3,1
Severn E. Parker,6,1
Martin of Braga,4,0
Abdul Aziz ibn Harith ibn Asad Yemeni Tamimi,13,0
Man Ray,3,1
Johannes Petreius,5,0
Nate Dogg,3,1
Chuck McKinley,3,1
Zoppo di Ganci,6,0
"Ernest II, Count of Lippe-Biesterfeld",13,0
Selena Quintanilla,4,1
Johan Ramstedt,4,0
Henry the Younger of Stolberg,7,0
Patsy O'Connell Sherman,7,1
Moritz Heinrich Romberg,6,0
Abraham of Rostov,5,0
Elie Wiesel,5,1
Mary Kenneth Keller,4,1
Elisha E. Meredith,6,1
Billy Wilder,3,1
Lilli Lehmann,4,0
George III of Great Britain,6,0
Doris Hart,3,1
Gautier d'Arras,7,0
Yuan Shang,3,0
Francis Lieber,3,1
"Agnes, wife of Ramiro I of Aragon",10,0
Pietro di Domenico da Montepulciano,8,0
Milton Friedman Correa,4,1
Ralph Waldo Emerson,4,1
Johann Kaspar Lavater,5,0
Mark Twain,3,1
Walter Scott,3,0
Aarno Ruusuvuori,7,0
Jacqueline Cochran,3,1
Major Harris,3,1
George Foster Shepley,5,1
Ansel Adams,4,1
Elizabeth Taylor,3,1
Wassily Leontief,5,1
Anneke Esaiasdochter,8,0
Enrico Fermi,3,1
John Smith,3,1
Pieter Hermansz Verelst,7,0
Casimir Pulaski,4,1
Arthur P. Jacobs,5,1
Cajetan Anton von Notthaft,8,0
Clinton Clauson,4,1
Carl W. Ackerman,5,1
Rachel Fuller Brown,4,1
King Vidor,4,1
Pierre du Palais,4,0
Hwang Sun-won,6,0
"Christian, Duke of Brunswick-Lüneburg",10,0
Ansegisus,5,0
"Otto, Count of Bentheim",7,0
"Charles Francis Adams, Sr.",7,1
Joseph D. Early,5,1
Cadwallader D. Colden,8,1
Irma Wyman,4,1
Evelyn Berezin,4,1
Theodore Abu-Qurrah,6,0
Daniel Morgan,3,1
Davey Armstrong,4,1
Herbert Hoover,3,1
Henry Holland,3,0
Douglas Shearer,3,1
"George Talbot, 4th Earl of Shrewsbury",10,0
Jimmy Miller,3,1
Jia Dan,3,0
Charles Sands,3,1
James Guyon,4,1
Johannes Hartlieb,4,0
Corbinian,4,0
Fred Zinnemann,5,1
James Rector,3,1
John Steinbeck,4,1
Anna Marie Hahn,4,1
Andreas Müller,3,0
Agnes III. von Anhalt,7,0
Abe no Sadato,5,0
Barbara of Brandenburg,4,0
Christian August Fischer,4,0
Abd-ar-Rahman III,7,0
Jabez Upham,5,1
John J. Mooney,5,1
Hiram II,4,0
Anton Matthäus I.,6,0
Francesco Ronci,4,0
Dahui Zonggao,5,0
Peter Ceffons,5,0
Aaron Sopher,4,1
Franklin J. Schaffner,6,1
Carmen Hermosillo,5,1
Thomas Gholson,5,1
John R. Neill,5,1
Dietrich of Nieheim,6,0
Niccolò Ardinghelli,8,0
Bertrand de Cosnac,5,0
Annie Easley,4,1
John de Cogan,5,0
Henry Nicholas Bolander,5,1
Sin Rip,3,0
Giovanni Pietro Maffei,6,0
Michael Umlauf,4,0
Marquard of Randeck,6,0
"Robert of Bellême, 3rd Earl of Shrewsbury",12,0
John Kerr,3,1
Mária Telkes,5,1
Gerhard Romilian von Calcum,7,0
"Louis III, Duke of Bavaria",7,0
Snorri Goði,6,0
Carl H. Eigenmann,6,1
Thomas Watson,3,1
Bill Hicks,3,1
Andrew Johnson,3,1
Eberhard von Kumbd,8,0
Nicolas Caignet de Fréauville,8,0
Frederick Charles of Stolberg-Gedern,9,0
Khalid ibn Sa`id,7,0
Arnold Palmer,3,1
Barnabe Rich,5,0
John J. Morgan,5,1
Konstantinos IV,5,0
Ramon Llull,4,0
Jelena Balšić (Lazarević),10,0
Arent Passer,4,0
Curtis Bernhardt,4,1
"Kāzarūnī, ʻAlī ibn Muḥammad",14,0
"Thomas Thynne, 2nd Viscount Weymouth",10,0
Jane Stafford,3,1
"John Russell, 4th Duke of Bedford",10,0
Mark Weiser,4,1
Diego Rapado,4,0
Dominique Marie Varlet,5,0
Empress Wang Zhengjun,6,0
Princess Luisa of Naples and Sicily,7,0
Adriaan Koerbagh,7,0
Andreas Hammerschmidt,5,0
Nicholas Bayard,3,1
Eduard Rüppell,5,0
May Sutton,3,1
Myrtle Bachelder,5,1
"Wartislaw VI, Duke of Pomerania",10,0
John Ford,3,1
Johann Goercke,5,0
Marcantonio Barbaro,5,0
Johannes von Köln,4,0
Santi di Tito,4,0
George Hubbard Blakeslee,6,1
Sarah Palfrey Cooke,5,1
Ernest Hemingway,3,1
Beulah Louise Henry,5,1
Joseph D. Early,5,1
Emil Julius Gumbel,5,1
Sunshu Ao,4,0
Basil Fool for Christ,5,0
Sturla Sighvatsson,7,0
Bobby Riggs,3,1
Aemilia Lepida,6,0
Otto Fritz Meyerhof,5,1
Johannes Legrant,4,0
Wilhelm von Arnsberg,6,0
Adolph II of the Marck,8,0
Agesipolis III,5,0
Ignazio Fiorillo,6,0
Hisham ibn Urwah,6,0
Ethel Grey Terry,5,1
Dai Biaoyuan,5,0
Marcin Matuszewicz,6,0
"Edward Charleton, 5th Baron Cherleton",11,0
Johann August Apel,4,0
William Anderson Coffin,4,1
Tony Sbarbaro,5,1
Francesco Primaticcio,5,0
Calvin Coolidge,3,1
William Terry,3,1
Peter of Dmitrov,5,0
Josiah Quincy II,5,1
Herbert Hoover,3,1
Thomas Platter the Younger,6,0
Guy I of Clermont,5,0
Arthur Ashe,3,1
"Hugh IV, Count of Rethel",8,0
Hendrik van Wilsele,6,0
Edith Clarke,3,1
Konrad Bayer,3,0
Hugh Latimer,3,0
Tomás de Iriarte,6,0
Luise Eleonore Wreech,8,0
George A. Romero,5,1
Vitas Gerulaitis,6,1
Tarateño Rojas,5,0
Li Xian,3,0
Alan Perlis,4,1
Martin Crusius,4,0
William Mundy,4,0
Cornelis van Dalem,7,0
John J. Wood,5,1
Amato Lusitano,5,0
August Ritter,3,0
Edna St. Vincent Millay,8,1
Ted Schroeder,3,1
Benedetto Ubaldi,5,0
"Matilda of Chester, Countess of Huntingdon",9,0
Ethel Grey Terry,5,1
Johann I,3,0
Johann Conrad Ammann,5,0
Rudolf Diesel,3,1
"Afonso, Prince of Portugal",7,0
Thomas Watson,3,1
Charles Ericksen,5,1
David Nathaniel Friedrich Dietrich,5,0
Herbert Hoover,3,1
"Warin, Count of Valenciennes",8,0
Carl Sagan,3,1
Marta Bohn-Meyer,5,1
Amanda Jones,3,1
"John de Warenne, 6th Earl of Surrey",12,0
Antoine de Montchrestien,7,0
Kenneth John Conant,5,1
Hans Friedrich Gadow,5,0
Barbara W. Tuchman,6,1
William Francis Hillebrand,5,1
Johann Tulbeck,4,0
Tabitha Babbitt,5,1
Li Mao,3,0
"Herman IV, Duke of Swabia",8,0
Lu Kang,3,0
"William le Scrope, 1st Earl of Wiltshire",12,0
Carl H. Eigenmann,6,1
José de Santiago Concha,6,0
Francis Atterbury,4,0
John Jacob Astor I,5,1
L. B. Abbott,6,1
James Coburn,4,1
Peter Melander Graf von Holzappel,8,0
Rodrigo Froilaz,5,0
Otto Friedrich Magnus von Baudissin,8,0
Matteo da Prato,4,0
Thomas Alva Edison,4,1
Peter of Bruys,5,0
Francis Daniel Pastorius,5,1
August Kopisch,4,0
Edwin Müller,3,1
Harriet Frank Jr.,5,1
Jude Milhon,4,1
Alan J. Pakula,6,1
Leonard Calvert,3,1
Taishi Ci,5,0
Liu Hui,3,0
Frank Lloyd,3,1
"Leszek, Duke of Masovia",8,0
Liu Zun,3,0
Eduard Joseph d'Alton,8,0
"William Herbert, 3rd Earl of Pembroke",10,0
Franklin J. Schaffner,6,1
Silas Wood,4,1
Paul Newman,3,1
Helen Iglauer Glueck,7,1
Robert Altman,3,1
Ivory Joe Hunter,4,1
Werner Jaeger,3,1
Emily Warren Roebling,6,1
James Cooke Brown,4,1
Ptolemy I Soter,7,0
"Christian, Duke of Schleswig-Holstein-Sonderburg-Ærø",14,0
Iziaslav IV Vladimirovich,11,0
Li Baochen,4,0
Arnold Palmer,3,1
Benoît de Sainte-Maure,8,0
Chester Bennington,4,1
John Joachim Zubly,5,1
Don Budge,4,1
Jacques Loeb,3,1
Brownie Mary,4,1
Edwin Conklin,4,1
Ruby Hirose,4,1
Francis Daniel Pastorius,5,1
玄徳秀,4,0
Carl Heinrich Becker,4,0
Mary Higgins Clark,4,1
Jakob Locher,4,0
Curt Lincoln,3,0
Christopher Hitchens,4,1
劉义欣,4,0
Nikola Tesla,3,1
Nína Tryggvadóttir,8,0
Glenn Seaborg,4,1
Dwight D. Eisenhower,5,1
John Lennon,3,0
Johann Adam von Bicken,6,0
Oswald Külpe,6,0
"William de Warenne, 5th Earl of Surrey",12,0
William Faulkner,3,1
"Otto VI, Margrave of Brandenburg-Salzwedel",12,0
Patrick Swayze,4,1
Albert Oppel,4,0
García Galíndez,5,0
John Claiborne,5,1
Umar ibn Al-Khattāb,8,0
Alexander Hamilton,3,1
Thomas Jefferson,3,1
Li Shangjin,4,0
Thomas Watson,3,1
James Mitchell Varnum,6,1
Alexander Wetmore,4,1
Georg Kaibel,4,0
Rudi Dutschke,5,0
Leroy Shield,3,1
"William, Duke of Brunswick",6,0
George Newbold Lawrence,5,1
Hans von Bodeck,5,0
Sarah Kemble Knight,5,1
Vasily Blyukher,6,0
John Crittenden,5,1
Gunther Plüschow,7,0
"Guillaume Gouffier, seigneur de Bonnivet",11,0
Lv Duan,3,0
George Richmond,3,0
Johann Jakob Walther,4,0
Fred Sersen,4,1
Christian Daniel Beck,4,0
Erwin Panofsky,4,1
Franz Ludwig von Cancrin,7,0
Erwin Panofsky,4,1
Robert J. Wilke,6,1
Erich Pommer,4,1
Tod Browning,3,1
Mária Telkes,5,1
"Simon de Montfort, 5th Earl of Leicester",12,0
Katarzyna Barbara Radziwiłł,9,0
Heinrich von Morungen,5,0
Gottfried III,4,0
Gertrud Scholtz-Klink,8,0
Antonin Scalia,5,1
Igor Stravinsky,5,1
Johann Walter,3,0
John Zonaras,4,0
Martin Moynihan,5,1
Spencer Fullerton Baird,4,1
Alfred Einstein,3,1
Edward Douglass White,4,1
Simon II,3,0
Archduke Franz Ferdinand,5,0
Lu Jinlan,4,0
Elie Wiesel,5,1
Helen Jacobs,3,1
Walter McCreery,5,1
William Prince,3,1
Thelma Estrin,5,1
Herbert Matthews,3,1
Gasparo Contarini,5,0
Aubert of Avranches,7,0
Louise Brough,4,1
Raymund Fugger,5,0
Vitas Gerulaitis,6,1
Shem-Tov ibn Falaquera,10,0
Wenceslas I,5,0
Judah Maccabee,5,0
Mem Garcia de Sousa,5,0
Gustav Seyffarth,5,1
Maria Francisca of Savoy,6,0
Clement of Alexandria,4,0
Fritz Riess,4,0
Johannes Liechtenauer,5,0
Otto Stern,3,1
Joseph L. Mankiewicz,6,1
George Foster Shepley,5,1
Gottfried Daniel Krummacher,6,0
"Charles Martel, Duke of Calabria",7,0
Gabriel Rollenhagen,4,0
Matilda of Boulogne,5,0
Jordan II of Capua,6,0
Larry King,3,1
Gong Lu,3,0
Marino Sanuto the Elder,7,0
Carl Laemmle,5,1
Hasan al-Rammah,7,0
Aaliyah,4,1
Heinfried Birlenbach,7,0
Marco I Visconti,4,0
Arthur P. Jacobs,5,1
Wyatt Earp,4,1
Thomas Simpson,3,0
Jimmy Van Heusen,5,1
Gao Longzhi,4,0
Samuel Adams,3,1
Alan Perlis,4,1
Bruno Nettl,4,1
Zanetta Farussi,5,0
Eustace fitz John,7,0
German Goldenshteyn,6,1
Nikola Radonja,4,0
Natalie Clifford Barney,4,1
Isaac ben Moses of Vienna,6,0
Sitting Bull,3,1
Jean Fernel,4,0
Johann Georg Wirsung,6,0
Forrest J Ackerman,4,1
Mathieu de Foix-Comminges,9,0
Alvise Contarini,5,0
Azzo Alidosi,6,0
Georg Thym,4,0
Hans Sloane,3,0
Antal Gabon,3,0
Yvette of Huy,5,0
Frank Lloyd,3,1
Leven Powell,3,1
Ruth Bader Ginsburg,5,1
Adriaen de Vries,6,0
Johan von der Recke,6,0
Robert F. Kennedy,5,1
Robert Altman,3,1
Antonia Minor,4,0
Carl Gustav Hempel,5,1
Gloria Grahame,4,1
Ernest II,3,0
Thomas Jefferson,3,1
Selena Quintanilla,4,1
Arnold Heymerick,5,0
Cornelius Heyns,5,0
Eduard Mezger,5,0
James Guyon,4,1
"Philippe François, 1st Duke of Arenberg",11,0
Jean Robin,3,0
"Charles II August, Duke of Zweibrücken",10,0
John J. Roane,6,1
Nathaniel Giles,3,0
Jacques Loeb,3,1
Irma Wyman,4,1
Jan Lubrański,5,0
Bogumił,4,0
Simone Mantia,4,1
Bela Lugosi,5,1
"Philippe François, 1st Duke of Arenberg",11,0
Charlotte von Lengefeld,6,0
Wilma Rudolph,4,1
Franklin Pierce,3,1
Elias Boudinot,4,1
Althea Gibson,4,1
Gentile Portino da Montefiore,7,0
George Henschel,4,0
"William Zouche, 1st Lord Zouche",11,0
John Belushi,4,1
Roger Boisjoly,5,1
Robert Fitzwalter,4,0
Nate Dogg,3,1
Stanford R. Ovshinsky,7,1
손건,3,0
Elmer McCollum,4,1
Anselm Franz von Ritter zu Groenesteyn,11,0
Franklin J. Schaffner,6,1
Henry Ford,3,1
Daniel Buck,3,1
Adolph Wilhelm Otto,5,0
Gaius Crassianus,6,0
Michael von Faulhaber,5,0
Minamoto no Sanetomo,6,0
Bill Raisch,4,1
Roger Boisjoly,5,1
Zheng Zhilong,5,0
Titus Hosmer,4,1
Allene Ray,4,1
Henri Barbusse,5,0
Willem Jacob Luyten,6,1
Jimi Hendrix,4,1
Ray Ewry,4,1
Denis Diderot,4,0
Joan Tompkins,3,1
Leonard Nimoy,4,1
Johann Christoph Gatterer,6,0
Marilyn Monroe,3,1
Henryk Rzewuski,7,0
"Boleslaus II, Duke of Bohemia",9,0
Miloš Forman,4,1
John F. Kennedy,5,1
Walter McCreery,5,1
Ellsworth Paine Killip,6,1
Melvin Frank,4,1
Conrad Schumann,3,0
Nicholas Bayard,3,1
Jimmy Miller,3,1
William Terry,3,1
Pius III,4,0
Johann Wilhelm von Sachsen-Coburg-Saalfeld,12,0
John Huston,3,1
Isabella of Hainault,5,0
Carlo Domenico del Carretto,6,0
Thomas Dudley,3,1
Johann Vierdanck,5,0
John Cassavetes,5,1
Newton Cannon,3,1
Helen Wills,3,1
Lord Byron,3,0
John Huston,3,1
"Hugh II, Count of Ponthieu",9,0
Miloš Crnjanski,6,0
Arnold I. von Scheyern,8,0
Nicholas of Poland,4,0
Manfred Bukofzer,5,1
Isabella of England,4,0
Simone Mantia,4,1
Octavia Victoria Rogers Albert,6,1
Johnny Nash,3,1
Eugen Richter,3,0
Mark W. Clark,5,1
Xiao Qiu,3,0
Nelsan Ellis,5,1
János Sylvester,4,0
Fernando Díaz Gudiel,5,0
Sydney Pollack,3,1
Ivan Fuqua,4,1
Molanus,4,0
Eric IV of Denmark,5,0
Jan I of Żagań,7,0
Albert of Chiatina,5,0
James Franck,3,1
"Henry V, Count Palatine of the Rhine",9,0
Doc Holliday,3,1
Elsie Eaves,5,1
Bernhard von Breydenbach,6,0
Robert J. Wilke,6,1
Theodore Wharton,3,1
Marlene Dietrich,3,1
Marcel Breuer,4,1
Jonathan Demme,4,1
Albert Sechehaye,6,0
Theodore Roosevelt,3,1
Angelica Kauffman,5,0
Abigail Adams,3,1
Jacob Carl Spener,5,0
Olive Dennis,3,1
Zephaniah Platt,5,1
Walter Heitz,4,0
Georg Wilhelm Rauchenecker,6,0
Cesare Vecellio,6,0
Gijsbert IV van Bronckhorst,9,0
"Mary Talbot, Countess of Shrewsbury",7,0
Elisa Bonaparte,3,0
Harry Earles,4,1
Wilhelm Gustloff,4,0
Anne Bannerman,4,0
Riccardo Quartararo,6,0
August Jacob Liebeskind,5,0
Erich Pommer,4,1
James Cooke Brown,4,1
Allen Ginsberg,4,1
Sebastian Haffner,5,0
"Henry FitzRoy, 1st Duke of Richmond and Somerset",13,0
Wernher von Braun,6,1
Herbert Marcuse,4,1
Carl Tanzler,4,1
Robert F. Kennedy,5,1
Christian Zwilling,4,0
Liu Yuan,3,0
Cass Elliot,3,1
David Brown,3,1
Pedro Lisperguer,5,0
Joseph Altman,3,1
Diego de Estella,5,0
Warren G. Harding,5,1
J.J. Cale,6,1
Li Jifu,4,0
Li Hang,3,0
Nathaniel Lee,3,0
